,frequency,R2pct,R7pct,R12pct,R18pct,R22pct,R27pct,R32pct,R37pct,R43pct,R48pct,R53pct,R57pct,R62pct,R68pct,R72pct,R78pct,R82pct,R88pct,R92pct,R97pct
0,0.0,90.85435525694378,93.09896231055204,93.91099030022885,92.62692150238226,91.93356549756365,91.98237761479854,92.50952971110351,90.84608355125417,87.13543306325653,85.4149879299909,84.01357209573014,82.20875440171199,81.49994439734867,81.93461719916534,82.72746541129146,83.64558619562155,86.60509610390874,88.67211871774816,92.53275535524038,94.64233640681785
1,30.94770124873531,98.3218020783015,99.71897063816287,100.29742345682266,98.91172479436506,98.53266119580366,98.8977008277093,99.90312728907452,97.91020331228404,94.51081647257038,92.71205813834726,91.24845368622044,89.55559684528184,88.84573536564757,89.0826578909809,89.74944181587135,90.88244950561244,93.85947806307959,95.46101229204223,99.38478369792497,101.96932798623202
2,61.89540249747062,98.42362160388973,99.9534542358093,101.11802295314105,99.70695344624812,99.18258547564426,98.855942735577,98.49771430861311,96.39310543291698,94.0502741996234,92.31792441487525,91.21261917063423,89.98175469805116,88.96274577590401,89.1793922051559,89.9349812730058,91.0621090664716,94.32367096114596,95.9318263918113,100.20308647639047,102.0567292934227
3,92.84310374620593,97.94482659591529,99.76485010488604,101.10971473045626,100.25172437741688,99.91816961619861,98.13212927547588,96.48472168543405,94.69825210264293,92.93157169974339,91.575761694588,90.23267814519349,89.45887790514527,88.78096702632706,89.23701994720435,90.17623114458257,91.46234069859221,94.47484895406305,96.11480738622186,100.27993909560578,102.00768580411214
4,123.79080499494124,97.88001146762902,100.24708332138658,101.8039925179576,101.42978627528919,101.2113711092698,99.21011701683668,96.3654094044142,94.01030564600242,92.54063710184427,91.19430138743391,90.83735328087067,90.27167558422028,89.69905747908501,90.00180911794381,90.81855945719218,92.20305013395254,94.95836306708358,96.51625556430689,99.73562640740134,101.50013239529669
5,154.73850624367654,97.13903461121097,100.22175847385938,102.23969211797586,102.09161852691562,101.85861498618081,99.51512300358034,96.08888054732677,93.06435916215285,91.3607576094827,90.3290631803404,89.95607491536306,89.28171180706093,88.79688786890414,89.48011657425945,90.49675499335054,92.26382867847161,95.05657802764088,97.17423653203187,99.91396199317413,101.49952963512672
6,185.68620749241185,96.09773619886064,98.88708783151499,101.03791434906869,102.20946727984713,101.85043881051867,98.65842700512063,95.55737995800425,92.13250152070857,90.9408693772267,89.96173770051499,89.37925242595831,88.36821620577555,88.72791667560557,89.95788833346305,91.09036777188082,92.80969412034818,95.49885371354216,97.73157746793265,100.25125468331478,101.55634303228567
7,216.63390874114717,95.32974543174649,97.98618385653558,100.04238356856061,102.17306558485836,101.78079186565893,98.24697487051567,94.73220498604655,91.21557166483193,90.06200892814363,89.30128528905968,88.27962258406973,87.4527644937777,87.8811662406878,89.34749628430652,90.61695094691602,92.77141997250588,95.39423732956595,97.14451367516021,99.78489896289956,100.97482287117315
8,247.58160998988248,94.86584922538002,96.83963471330698,99.20499219189985,101.65167175429117,101.26686439382297,97.91311342441132,94.37776676197467,90.50344308493652,89.30819226491937,88.48364096739026,87.39348846659348,86.92342242847381,87.31918502419425,89.06316235675766,90.57918921232122,92.94904724868482,95.10844769397956,97.36864257783488,99.39883470982213,101.2724753761441
9,278.52931123861777,93.95705905348649,96.2725581176261,99.09982306237993,101.69759206273783,101.70954514829184,98.13328807778248,93.73678660005677,90.18245916237811,88.6742275683099,87.70649510104967,87.43874319917921,86.40979133259461,87.51076401506447,89.44295585134712,91.31970284049191,93.50944721530523,95.56765216484413,97.38869380955751,99.50260561507619,102.06419698545459
