# radius exterior_stream_velocity exterior_density bl_thickness displacement_thickness momentum_thickness tau_wall dpds relative_velocity axial_velocity density ps_exterior_stream_velocity ps_exterior_density ps_bl_thickness ps_displacement_thickness ps_momentum_thickness ps_tau_wall ps_dpds uv_max ps_uv_max
0.08105629495389102 16.25869867510008 1.1739000082015991 0.0016635503016447315 0.00030756258684096454 0.00013148604114695219 0.7776173867153087 11092.908750408887 4.438484881393215 -0.05314166876638061 1.1739000082015991 19.335496534616134 1.1739000082015991 0.003933099199890992 0.0003908283433550216 0.00027704860058494187 1.6732165482918635 -3951.9612347274606 1.8314644608641522 0.7609767676470114
0.08225159120459438 17.642386663968566 1.1739000082015991 0.001922853344020512 0.00034457510562945046 0.0001484730783877865 0.7843548662027005 9996.473958081988 4.740447813406557 -0.055452107271208445 1.1739000082015991 19.542963414386136 1.1739000082015991 0.0036936706473111695 0.0003716923969889696 0.0002563841590285411 1.6412600350767808 -3703.523539373096 1.5847726552862842 0.827786781773039
0.08371233061754249 19.17101202308793 1.1739000082015991 0.0021606363999879686 0.0003809640899684356 0.00016516122860017778 0.7898054525975494 9017.482168967683 5.153554830984582 -0.04618717537505723 1.1739000082015991 19.81473430212992 1.1739000082015991 0.003481398585717792 0.00035877022387523466 0.00024018802815082497 1.6096122299993951 -3430.726024383719 1.5036073590559722 0.864371005882244
0.0853977622245511 20.7013239917126 1.1739000082015991 0.0023661664401705977 0.0004119684004453842 0.0001795569165564908 0.7955589107551811 8262.523296910407 5.685832125676849 -0.005700850499928016 1.1739000082015991 20.14687815968889 1.1739000082015991 0.0033096089225335295 0.0003537129179714334 0.0002301939226330012 1.5826559123646282 -3145.623305288351 1.480960487555539 0.8879015492368297
0.08725338664890207 22.10413148719775 1.1739000082015991 0.0025386717462527264 0.0004342195668509932 0.00019033393658190545 0.8045809477649613 7774.769949785011 6.335994182881901 0.09928014841130467 1.1739000082015991 20.529973893277692 1.1739000082015991 0.0031743378620904135 0.0003559090968156352 0.0002263077399199502 1.564217598779512 -2856.6469067249577 1.4783582389885892 0.9430719716596451
0.08922436286457074 23.302689237526526 1.1739000082015991 0.0026815489322006766 0.0004467135788603477 0.00019720332833075613 0.8204784596093162 7531.417590104237 7.094750266171093 0.31570470071141554 1.1739000082015991 20.952540837596505 1.1739000082015991 0.0030587128746037504 0.0003628883292223624 0.0002268652545640096 1.5568333959929779 -2568.979038329333 1.491998750936931 0.9933109716877497
0.09126529496726353 24.284638770756754 1.1739000082015991 0.002796813183127332 0.00045073700269159336 0.00020082387400363583 0.8464688323195002 7467.9324543797375 7.9485520047518 0.6980011787387193 1.1739000082015991 21.40453754109712 1.1739000082015991 0.0029435243391725706 0.0003713806398065445 0.000229460012292027 1.561691038087106 -2288.0131172869324 1.5365581377265056 1.025055018813729
0.09334418606645453 25.086782224094446 1.1739000082015991 0.0028839760475487665 0.00044894638928709944 0.0002023646416356105 0.8844719230738398 7512.035320982874 8.884239620370312 1.2946259451283644 1.1739000082015991 21.87936435898048 1.1739000082015991 0.002817332860401844 0.0003784164588901119 0.0002318384214328349 1.5791326302012287 -2023.420612723257 1.607988128136489 1.052077329841558
0.09544150349030733 25.766802218484408 1.1739000082015991 0.002942817965612914 0.0004442029905996984 0.00020299255542691137 0.9346449569476949 7609.275074045997 9.892502500456407 2.130323948754927 1.1739000082015991 22.373838326298607 1.1739000082015991 0.002680555784517628 0.0003820138152707069 0.00023247175816724867 1.6092647885766402 -1790.9524360900496 1.6891837218463528 1.0872010701808632
0.097546820478596 26.37859627248263 1.1739000082015991 0.0029763059734395506 0.0004387203994129953 0.00020352507007758637 0.9954865139013916 7731.760228640941 10.968787824765219 3.1912112926668335 1.1739000082015991 22.886752488161825 1.1739000082015991 0.002542594695394439 0.00038136614218949575 0.0002307130810334768 1.652231671217868 -1610.61502386623 1.774311351067231 1.1323771214515566
